application_id,student_id,role_id,application_date,status
A019235,S0277,R00141,2025-11-13,Shortlisted
A019236,S0100,R00122,2025-10-19,Rejected
A019237,S0151,R00230,2025-10-11,Shortlisted
A019238,S0298,R00128,2025-09-02,Interview Scheduled
A019239,S0097,R00349,2025-10-03,Interview Scheduled
A019240,S0149,R00264,2025-11-10,Interview Scheduled
A019241,S0162,R00403,2025-10-08,Offer Accepted
A019242,S0243,R00123,2026-01-20,Offer Accepted
A019243,S0075,R00132,2026-01-19,Interview Scheduled
A019244,S0020,R00723,2025-10-22,Shortlisted
A019245,S0066,R00145,2025-12-22,Shortlisted
A019246,S0264,R00070,2025-12-15,Applied
A019247,S0089,R00663,2025-10-20,Offer Accepted
A019248,S0104,R00171,2025-08-26,Interview Scheduled
A019249,S0068,R00477,2025-10-19,Shortlisted
A019250,S0260,R00040,2025-12-08,Offer Accepted
A019251,S0039,R00344,2025-11-14,Interview Scheduled
A019252,S0045,R00309,2026-01-15,Shortlisted
A019253,S0164,R00396,2026-01-04,Offer Accepted
A019254,S0295,R00448,2025-12-09,Shortlisted
A019255,S0107,R00561,2025-08-31,Shortlisted
A019256,S0264,R00012,2025-10-17,Shortlisted
A019257,S0027,R00628,2025-09-13,Shortlisted
A019258,S0019,R00448,2026-01-02,Offer Accepted
A019259,S0173,R00419,2025-09-27,Applied
A019260,S0087,R00148,2025-10-24,Shortlisted
A019261,S0159,R00021,2025-11-09,Rejected
A019262,S0092,R00077,2025-09-09,Offer Accepted
A019263,S0142,R00520,2025-12-04,Selected
A019264,S0032,R00582,2025-08-30,Interview Scheduled
A019265,S0196,R00182,2025-09-06,Interview Scheduled
A019266,S0304,R00562,2026-01-12,Interview Scheduled
A019267,S0285,R00729,2026-01-18,Shortlisted
A019268,S0254,R00312,2025-11-03,Applied
A019269,S0104,R00649,2026-01-06,Shortlisted
A019270,S0259,R00618,2026-01-03,Shortlisted
A019271,S0114,R00423,2025-10-05,Rejected
A019272,S0225,R00583,2025-09-03,Interview Scheduled
A019273,S0156,R00474,2025-11-17,Shortlisted
A019274,S0214,R00357,2025-09-14,Rejected
A019275,S0273,R00612,2025-09-17,Shortlisted
A019276,S0051,R00448,2026-01-11,Offer Accepted
A019277,S0109,R00028,2025-11-28,Shortlisted
A019278,S0271,R00178,2025-10-29,Shortlisted
A019279,S0091,R00305,2026-01-07,Rejected
A019280,S0066,R00042,2025-10-22,Rejected
A019281,S0204,R00208,2025-11-23,Applied
A019282,S0208,R00111,2026-02-04,Interview Scheduled
A019283,S0294,R00491,2026-01-30,Offer Declined
A019284,S0191,R00784,2025-12-31,Shortlisted
A019285,S0274,R00318,2025-11-27,Shortlisted
A019286,S0096,R00158,2025-09-01,Interview Scheduled
A019287,S0277,R00489,2025-09-25,Shortlisted
A019288,S0207,R00630,2025-08-28,Interview Scheduled
A019289,S0305,R00161,2025-11-19,Applied
A019290,S0089,R00764,2025-11-16,Shortlisted
A019291,S0114,R00229,2025-12-05,Shortlisted
A019292,S0241,R00356,2025-10-09,Interview Scheduled
A019293,S0178,R00558,2025-12-24,Applied
A019294,S0161,R00680,2025-11-24,Offer Declined
A019295,S0150,R00133,2025-11-11,Interview Scheduled
A019296,S0313,R00079,2025-12-25,Offer Declined
A019297,S0143,R00614,2025-08-28,Applied
A019298,S0013,R00225,2025-12-29,Offer Accepted
A019299,S0118,R00502,2025-12-02,Offer Accepted
A019300,S0107,R00504,2025-12-18,Interview Scheduled
A019301,S0262,R00491,2025-11-23,Interview Scheduled
A019302,S0096,R00537,2025-11-29,Offer Declined
A019303,S0010,R00661,2025-09-10,Offer Declined
A019304,S0047,R00391,2025-09-30,Offer Accepted
A019305,S0195,R00284,2026-01-10,Shortlisted
A019306,S0231,R00679,2026-01-14,Shortlisted
A019307,S0056,R00720,2025-08-30,Selected
A019308,S0308,R00217,2026-01-21,Offer Declined
A019309,S0037,R00175,2025-10-09,Selected
A019310,S0268,R00495,2025-10-16,Shortlisted
A019311,S0219,R00607,2025-10-20,Shortlisted
A019312,S0083,R00515,2025-10-10,Interview Scheduled
A019313,S0279,R00795,2025-09-27,Shortlisted
A019314,S0313,R00378,2025-09-10,Rejected
A019315,S0088,R00425,2025-10-01,Offer Declined
A019316,S0027,R00682,2025-10-04,Offer Accepted
A019317,S0284,R00268,2025-09-07,Interview Scheduled
A019318,S0243,R00042,2025-11-21,Shortlisted
A019319,S0076,R00800,2025-09-30,Shortlisted
A019320,S0269,R00385,2026-01-17,Rejected
A019321,S0257,R00573,2025-10-25,Rejected
A019322,S0120,R00340,2026-01-17,Interview Scheduled
A019323,S0114,R00028,2025-10-14,Shortlisted
A019324,S0059,R00775,2025-12-11,Interview Scheduled
A019325,S0140,R00487,2026-01-10,Shortlisted
A019326,S0261,R00447,2025-12-11,Shortlisted
A019327,S0272,R00393,2025-11-20,Interview Scheduled
A019328,S0281,R00652,2025-10-02,Shortlisted
A019329,S0113,R00039,2025-10-24,Interview Scheduled
A019330,S0255,R00322,2026-01-02,Interview Scheduled
A019331,S0175,R00684,2025-11-20,Offer Declined
A019332,S0200,R00485,2025-09-05,Shortlisted
A019333,S0083,R00475,2025-10-22,Offer Declined
A019334,S0153,R00689,2025-08-22,Shortlisted
A019335,S0243,R00734,2025-12-06,Interview Scheduled
A019336,S0262,R00586,2025-12-01,Shortlisted
A019337,S0125,R00377,2025-11-27,Interview Scheduled
A019338,S0022,R00056,2026-01-20,Applied
A019339,S0195,R00792,2025-10-09,Interview Scheduled
A019340,S0155,R00577,2025-10-05,Selected
A019341,S0134,R00294,2025-12-04,Applied
A019342,S0024,R00704,2025-11-30,Shortlisted
A019343,S0004,R00500,2026-01-18,Shortlisted
A019344,S0242,R00539,2025-10-04,Shortlisted
A019345,S0290,R00649,2025-09-25,Shortlisted
A019346,S0084,R00490,2025-11-29,Offer Accepted
A019347,S0020,R00004,2025-12-24,Shortlisted
A019348,S0143,R00274,2025-12-22,Offer Accepted
A019349,S0116,R00475,2025-10-20,Shortlisted
A019350,S0036,R00385,2025-12-16,Shortlisted
A019351,S0312,R00135,2025-10-28,Interview Scheduled
A019352,S0293,R00201,2025-10-14,Shortlisted
A019353,S0058,R00054,2025-12-05,Rejected
A019354,S0265,R00024,2025-10-08,Applied
A019355,S0097,R00377,2025-09-16,Selected
A019356,S0017,R00437,2025-09-27,Selected
A019357,S0060,R00216,2025-09-25,Offer Declined
A019358,S0136,R00378,2025-10-24,Interview Scheduled
A019359,S0288,R00031,2025-10-20,Shortlisted
A019360,S0006,R00189,2025-12-28,Offer Accepted
A019361,S0287,R00604,2025-10-27,Shortlisted
A019362,S0291,R00635,2025-10-18,Shortlisted
A019363,S0247,R00441,2025-12-27,Interview Scheduled
A019364,S0156,R00125,2025-12-17,Offer Accepted
A019365,S0220,R00044,2025-10-11,Shortlisted
A019366,S0253,R00307,2025-08-12,Offer Accepted
A019367,S0016,R00123,2025-10-20,Offer Declined
A019368,S0103,R00402,2025-10-28,Offer Accepted
A019369,S0245,R00365,2026-02-16,Applied
A019370,S0220,R00580,2026-01-15,Shortlisted
A019371,S0030,R00250,2025-09-30,Offer Declined
A019372,S0128,R00437,2026-01-10,Offer Accepted
A019373,S0175,R00215,2025-10-13,Rejected
A019374,S0128,R00088,2025-10-28,Interview Scheduled
A019375,S0021,R00427,2025-08-23,Offer Declined
A019376,S0192,R00577,2025-10-03,Interview Scheduled
A019377,S0183,R00206,2025-12-21,Shortlisted
A019378,S0008,R00474,2025-11-18,Shortlisted
A019379,S0193,R00292,2025-11-07,Interview Scheduled
A019380,S0314,R00050,2026-01-03,Shortlisted
A019381,S0087,R00675,2025-10-03,Interview Scheduled
A019382,S0303,R00419,2025-11-13,Rejected
A019383,S0227,R00300,2025-10-07,Shortlisted
A019384,S0018,R00082,2025-10-01,Interview Scheduled
A019385,S0005,R00133,2026-01-16,Interview Scheduled
A019386,S0210,R00051,2025-09-16,Offer Declined
A019387,S0174,R00612,2025-10-01,Applied
A019388,S0122,R00545,2025-10-27,Shortlisted
A019389,S0265,R00209,2025-12-02,Shortlisted
A019390,S0001,R00738,2025-08-23,Rejected
A019391,S0180,R00719,2025-12-16,Interview Scheduled
A019392,S0269,R00374,2025-12-07,Rejected
A019393,S0182,R00711,2026-01-28,Offer Declined
A019394,S0026,R00603,2025-10-10,Selected
A019395,S0261,R00223,2025-10-04,Interview Scheduled
A019396,S0142,R00559,2025-09-25,Offer Declined
A019397,S0054,R00639,2025-12-29,Offer Declined
A019398,S0103,R00057,2025-11-11,Shortlisted
A019399,S0224,R00346,2025-12-18,Interview Scheduled
A019400,S0242,R00131,2025-09-19,Interview Scheduled
A019401,S0147,R00209,2025-12-05,Shortlisted
A019402,S0212,R00532,2025-10-14,Interview Scheduled
A019403,S0095,R00665,2025-09-04,Shortlisted
A019404,S0289,R00074,2025-12-11,Shortlisted
A019405,S0140,R00667,2025-10-06,Shortlisted
A019406,S0105,R00741,2025-10-08,Interview Scheduled
A019407,S0017,R00248,2026-01-23,Rejected
A019408,S0273,R00755,2025-10-08,Shortlisted
A019409,S0154,R00750,2025-10-03,Shortlisted
A019410,S0155,R00344,2025-11-22,Offer Accepted
A019411,S0308,R00243,2026-01-09,Interview Scheduled
A019412,S0016,R00393,2025-12-01,Offer Accepted
A019413,S0266,R00519,2026-01-25,Interview Scheduled
A019414,S0027,R00088,2025-09-03,Shortlisted
A019415,S0074,R00545,2026-01-14,Interview Scheduled
A019416,S0041,R00085,2025-09-07,Shortlisted
A019417,S0130,R00358,2025-11-28,Interview Scheduled
A019418,S0137,R00615,2025-12-25,Shortlisted
A019419,S0146,R00052,2025-11-13,Interview Scheduled
A019420,S0192,R00602,2025-09-24,Applied
A019421,S0070,R00191,2025-12-14,Rejected
A019422,S0298,R00705,2026-01-03,Interview Scheduled
A019423,S0307,R00187,2025-10-24,Shortlisted
A019424,S0070,R00283,2025-10-04,Applied
A019425,S0144,R00527,2025-11-27,Interview Scheduled
A019426,S0190,R00681,2025-12-12,Interview Scheduled
A019427,S0283,R00674,2025-12-22,Interview Scheduled
A019428,S0265,R00623,2025-12-04,Shortlisted
A019429,S0243,R00711,2025-09-12,Interview Scheduled
A019430,S0140,R00724,2025-08-31,Shortlisted
A019431,S0266,R00341,2025-11-05,Rejected
A019432,S0098,R00361,2025-08-10,Selected
A019433,S0128,R00724,2025-11-23,Interview Scheduled
A019434,S0114,R00606,2025-10-09,Applied
A019435,S0104,R00733,2025-12-31,Shortlisted
A019436,S0196,R00272,2025-11-12,Shortlisted
A019437,S0293,R00218,2025-12-21,Shortlisted
A019438,S0076,R00030,2026-01-07,Offer Accepted
A019439,S0271,R00119,2025-10-25,Interview Scheduled
A019440,S0052,R00711,2025-08-27,Rejected
A019441,S0270,R00150,2025-09-12,Offer Accepted
A019442,S0121,R00269,2026-01-02,Shortlisted
A019443,S0211,R00402,2025-11-03,Selected
A019444,S0258,R00717,2025-08-26,Interview Scheduled
A019445,S0296,R00383,2025-10-19,Selected
A019446,S0281,R00242,2025-09-03,Shortlisted
A019447,S0110,R00231,2025-12-05,Shortlisted
A019448,S0247,R00341,2025-12-26,Shortlisted
A019449,S0185,R00080,2025-11-30,Applied
A019450,S0038,R00070,2025-12-03,Shortlisted
A019451,S0151,R00527,2026-01-03,Shortlisted
A019452,S0110,R00518,2025-12-10,Applied
A019453,S0247,R00408,2025-11-21,Offer Accepted
A019454,S0045,R00493,2025-09-18,Rejected
A019455,S0301,R00386,2025-10-02,Interview Scheduled
A019456,S0128,R00394,2025-08-23,Interview Scheduled
A019457,S0189,R00505,2026-01-16,Shortlisted
A019458,S0286,R00664,2025-10-04,Shortlisted
A019459,S0046,R00580,2025-09-15,Shortlisted
A019460,S0191,R00806,2025-10-27,Shortlisted
A019461,S0288,R00436,2025-12-05,Shortlisted
A019462,S0067,R00172,2025-12-30,Shortlisted
A019463,S0047,R00193,2026-02-12,Shortlisted
A019464,S0136,R00452,2025-11-30,Selected
A019465,S0022,R00344,2025-11-21,Shortlisted
A019466,S0296,R00290,2025-12-02,Shortlisted
A019467,S0088,R00131,2025-10-06,Shortlisted
A019468,S0037,R00454,2025-09-02,Rejected
A019469,S0150,R00727,2025-12-12,Interview Scheduled
A019470,S0032,R00629,2025-11-17,Shortlisted
A019471,S0098,R00758,2025-10-14,Shortlisted
A019472,S0219,R00053,2025-08-21,Shortlisted
A019473,S0119,R00606,2025-11-17,Offer Accepted
A019474,S0225,R00268,2025-12-10,Rejected
A019475,S0231,R00216,2025-11-29,Rejected
A019476,S0169,R00412,2025-12-21,Shortlisted
A019477,S0231,R00101,2025-10-23,Offer Accepted
A019478,S0075,R00433,2025-09-24,Shortlisted
A019479,S0052,R00761,2025-09-02,Rejected
A019480,S0088,R00615,2026-01-17,Rejected
A019481,S0246,R00249,2025-11-27,Selected
A019482,S0051,R00652,2025-11-19,Shortlisted
A019483,S0188,R00515,2025-12-27,Interview Scheduled
A019484,S0064,R00023,2026-02-25,Applied
A019485,S0153,R00029,2025-09-03,Shortlisted
A019486,S0227,R00696,2025-11-09,Shortlisted
A019487,S0309,R00228,2025-10-09,Offer Accepted
A019488,S0084,R00521,2025-12-14,Selected
A019489,S0125,R00274,2025-09-29,Offer Accepted
A019490,S0201,R00724,2025-09-11,Selected
A019491,S0108,R00219,2025-11-09,Rejected
A019492,S0309,R00129,2025-10-26,Shortlisted
A019493,S0232,R00784,2026-01-26,Offer Declined
A019494,S0039,R00726,2025-12-28,Interview Scheduled
A019495,S0145,R00523,2025-11-03,Interview Scheduled
A019496,S0166,R00128,2025-11-13,Offer Accepted
A019497,S0086,R00486,2025-08-22,Shortlisted
A019498,S0221,R00252,2025-12-01,Shortlisted
A019499,S0073,R00445,2025-11-20,Shortlisted
A019500,S0209,R00727,2025-11-30,Shortlisted
A019501,S0006,R00786,2025-10-14,Shortlisted
A019502,S0275,R00182,2025-09-25,Interview Scheduled
A019503,S0002,R00656,2025-10-07,Selected
A019504,S0019,R00756,2025-09-25,Shortlisted
A019505,S0080,R00517,2025-12-17,Offer Accepted
A019506,S0214,R00203,2025-09-12,Offer Accepted
A019507,S0154,R00238,2025-09-29,Shortlisted
A019508,S0280,R00575,2025-12-21,Rejected
A019509,S0001,R00031,2025-08-22,Interview Scheduled
A019510,S0050,R00338,2025-11-28,Shortlisted
A019511,S0193,R00695,2025-12-30,Applied
A019512,S0183,R00242,2025-12-03,Interview Scheduled
A019513,S0058,R00354,2025-12-20,Shortlisted
A019514,S0251,R00459,2025-12-19,Applied
A019515,S0072,R00234,2025-10-20,Offer Accepted
A019516,S0063,R00163,2025-11-26,Shortlisted
A019517,S0087,R00482,2025-10-18,Interview Scheduled
A019518,S0119,R00356,2025-11-10,Shortlisted
A019519,S0212,R00091,2026-01-23,Offer Accepted
A019520,S0251,R00086,2025-12-26,Interview Scheduled
A019521,S0016,R00397,2025-11-27,Offer Accepted
A019522,S0181,R00692,2025-12-03,Interview Scheduled
A019523,S0203,R00190,2026-01-04,Interview Scheduled
A019524,S0040,R00407,2025-12-25,Shortlisted
A019525,S0286,R00574,2025-08-07,Interview Scheduled
A019526,S0143,R00196,2026-02-06,Rejected
A019527,S0289,R00085,2025-11-11,Applied
A019528,S0273,R00618,2025-11-10,Shortlisted
A019529,S0229,R00456,2025-08-20,Applied
A019530,S0173,R00131,2025-11-07,Applied
A019531,S0188,R00104,2026-02-08,Offer Declined
A019532,S0003,R00489,2026-01-06,Interview Scheduled
A019533,S0272,R00584,2025-09-06,Shortlisted
A019534,S0015,R00012,2025-10-31,Shortlisted
A019535,S0261,R00173,2025-11-22,Shortlisted
A019536,S0223,R00736,2025-11-19,Interview Scheduled
A019537,S0041,R00572,2025-09-19,Shortlisted
A019538,S0202,R00362,2025-11-10,Interview Scheduled
A019539,S0025,R00484,2025-10-08,Shortlisted
A019540,S0040,R00368,2025-10-09,Selected
A019541,S0107,R00292,2026-02-07,Shortlisted
A019542,S0274,R00148,2026-02-05,Shortlisted
A019543,S0067,R00401,2025-12-29,Shortlisted
A019544,S0020,R00535,2025-12-12,Shortlisted
A019545,S0302,R00349,2025-11-05,Selected
A019546,S0195,R00134,2026-01-25,Rejected
A019547,S0060,R00082,2025-11-28,Interview Scheduled
A019548,S0028,R00027,2026-02-12,Interview Scheduled
A019549,S0049,R00496,2025-08-29,Shortlisted
A019550,S0296,R00553,2025-12-28,Shortlisted
A019551,S0156,R00345,2025-09-10,Shortlisted
A019552,S0114,R00179,2025-08-21,Shortlisted
A019553,S0167,R00272,2025-11-21,Shortlisted
A019554,S0187,R00007,2025-10-22,Shortlisted
A019555,S0266,R00133,2025-12-10,Offer Accepted
A019556,S0090,R00475,2025-10-07,Interview Scheduled
A019557,S0131,R00007,2025-08-17,Interview Scheduled
A019558,S0082,R00213,2025-10-04,Interview Scheduled
A019559,S0298,R00498,2025-10-29,Applied
A019560,S0031,R00312,2025-09-19,Shortlisted
A019561,S0216,R00001,2025-10-31,Selected
A019562,S0237,R00391,2025-12-18,Shortlisted
A019563,S0059,R00048,2025-11-09,Selected
A019564,S0027,R00642,2025-09-01,Selected
A019565,S0064,R00384,2025-08-22,Interview Scheduled
A019566,S0305,R00700,2025-11-26,Shortlisted
A019567,S0212,R00206,2025-12-15,Interview Scheduled
A019568,S0015,R00335,2025-10-20,Rejected
A019569,S0249,R00396,2025-10-08,Selected
A019570,S0164,R00512,2025-12-13,Shortlisted
A019571,S0093,R00763,2025-11-04,Interview Scheduled
A019572,S0296,R00157,2025-12-04,Shortlisted
A019573,S0269,R00229,2025-10-01,Rejected
A019574,S0076,R00596,2025-12-21,Interview Scheduled
A019575,S0197,R00385,2026-01-04,Shortlisted
A019576,S0277,R00412,2025-11-14,Shortlisted
A019577,S0247,R00709,2025-12-02,Shortlisted
A019578,S0013,R00149,2026-01-05,Interview Scheduled
A019579,S0298,R00315,2025-11-06,Rejected
A019580,S0105,R00091,2026-02-14,Shortlisted
A019581,S0085,R00260,2025-09-04,Shortlisted
A019582,S0310,R00507,2026-01-11,Shortlisted
A019583,S0248,R00145,2025-12-12,Offer Accepted
A019584,S0017,R00615,2026-01-17,Shortlisted
A019585,S0138,R00392,2025-10-29,Interview Scheduled
A019586,S0015,R00028,2025-11-24,Shortlisted
A019587,S0267,R00481,2025-09-09,Shortlisted
A019588,S0227,R00551,2025-09-05,Shortlisted
A019589,S0086,R00318,2025-09-05,Offer Accepted
A019590,S0181,R00562,2025-10-20,Rejected
A019591,S0151,R00178,2025-12-29,Interview Scheduled
A019592,S0217,R00188,2025-12-24,Applied
A019593,S0224,R00678,2025-09-15,Interview Scheduled
A019594,S0102,R00365,2025-12-18,Shortlisted
A019595,S0053,R00337,2025-09-05,Offer Accepted
A019596,S0274,R00677,2025-10-30,Selected
A019597,S0237,R00014,2025-12-30,Interview Scheduled
A019598,S0054,R00706,2025-11-30,Interview Scheduled
A019599,S0310,R00213,2025-08-17,Shortlisted
A019600,S0017,R00134,2025-10-31,Shortlisted
A019601,S0006,R00045,2025-12-01,Offer Declined
A019602,S0196,R00675,2026-01-17,Shortlisted
A019603,S0196,R00557,2025-11-29,Applied
A019604,S0091,R00241,2025-11-10,Shortlisted
A019605,S0257,R00552,2025-09-23,Offer Accepted
A019606,S0260,R00403,2025-08-22,Shortlisted
A019607,S0168,R00728,2025-11-22,Shortlisted
A019608,S0064,R00676,2025-09-10,Offer Declined
A019609,S0257,R00343,2025-09-09,Interview Scheduled
A019610,S0121,R00473,2025-08-22,Applied
A019611,S0062,R00678,2025-09-20,Shortlisted
A019612,S0107,R00461,2025-11-27,Interview Scheduled
A019613,S0278,R00407,2025-12-13,Shortlisted
A019614,S0078,R00353,2025-09-03,Interview Scheduled
A019615,S0058,R00453,2025-10-18,Offer Declined
A019616,S0284,R00206,2025-12-23,Offer Accepted
A019617,S0252,R00147,2025-12-01,Shortlisted
A019618,S0176,R00327,2025-10-07,Offer Accepted
A019619,S0056,R00477,2025-10-20,Selected
A019620,S0001,R00307,2025-12-15,Rejected
A019621,S0200,R00346,2025-10-11,Shortlisted
A019622,S0031,R00014,2025-12-01,Shortlisted
A019623,S0315,R00658,2025-11-07,Shortlisted
A019624,S0164,R00021,2025-10-07,Shortlisted
A019625,S0295,R00648,2025-10-21,Interview Scheduled
A019626,S0085,R00456,2025-11-27,Interview Scheduled
A019627,S0165,R00494,2025-10-01,Shortlisted
A019628,S0160,R00104,2025-08-06,Applied
A019629,S0302,R00084,2025-09-29,Interview Scheduled
A019630,S0276,R00784,2026-02-12,Shortlisted
A019631,S0111,R00032,2025-11-19,Applied
A019632,S0070,R00053,2025-12-25,Selected
A019633,S0116,R00469,2025-11-18,Applied
A019634,S0012,R00112,2025-11-03,Interview Scheduled
A019635,S0256,R00124,2025-09-15,Shortlisted
A019636,S0040,R00722,2025-12-09,Applied
A019637,S0123,R00332,2025-12-29,Shortlisted
A019638,S0045,R00085,2025-12-01,Offer Declined
A019639,S0203,R00432,2026-01-31,Offer Accepted
A019640,S0150,R00228,2025-09-16,Offer Accepted
A019641,S0001,R00491,2025-09-21,Interview Scheduled
A019642,S0217,R00092,2025-08-20,Rejected
A019643,S0197,R00509,2025-10-18,Applied
A019644,S0109,R00278,2025-12-01,Shortlisted
A019645,S0299,R00178,2025-09-20,Interview Scheduled
A019646,S0116,R00556,2025-10-07,Shortlisted
A019647,S0171,R00581,2025-10-15,Applied
A019648,S0189,R00627,2025-09-02,Shortlisted
A019649,S0164,R00031,2025-09-13,Offer Accepted
A019650,S0229,R00310,2025-09-29,Selected
A019651,S0228,R00649,2025-12-28,Offer Declined
A019652,S0188,R00633,2025-10-14,Rejected
A019653,S0270,R00616,2025-11-06,Interview Scheduled
A019654,S0068,R00005,2026-01-02,Selected
A019655,S0032,R00381,2025-09-23,Selected
A019656,S0161,R00134,2025-10-27,Offer Accepted
A019657,S0310,R00771,2025-11-27,Selected
A019658,S0149,R00329,2025-12-02,Rejected
A019659,S0137,R00682,2025-12-26,Interview Scheduled
A019660,S0178,R00610,2025-09-15,Rejected
A019661,S0127,R00617,2025-11-05,Rejected
A019662,S0029,R00021,2025-08-31,Shortlisted
A019663,S0134,R00316,2025-12-19,Interview Scheduled
A019664,S0209,R00198,2025-12-02,Shortlisted
A019665,S0124,R00124,2025-11-09,Shortlisted
